Date,Country,Estimated earnings (USD),Page views,Page RPM (USD),Impressions,Impression RPM (USD),Active View Viewable,Clicks,CTR,CPC (USD),Average Viewable Time,Page CTR,Ad request RPM (USD)
2026-01-23,韩国,0.00,2,0.73,10,0.15,0.6,0,0,,65.6558,0,0.09
2026-01-23,巴西,0.00,2,0.66,8,0.16,0.5,0,0,,9.192,0,0.08
2026-01-23,孟加拉国,0.00,7,0.17,10,0.12,0.5,0,0,,2.8198,0,0.03
2026-01-23,吉尔吉斯斯坦,0.00,1,0.99,4,0.25,0.5,0,0,,2.707,0,0.12
2026-01-23,中国,0.00,16,0.05,9,0.09,0.8889,0,0,,25.0332,0,0.01
2026-01-23,阿塞拜疆,0.00,1,0.71,4,0.18,0.75,0,0,,,0,0.10
2026-01-23,马来西亚,0.00,3,0.17,4,0.13,0.5,0,0,,4.1045,0,0.07
2026-01-23,斯里兰卡,0.00,4,0.13,3,0.17,0.3333,0,0,,,0,0.02
2026-01-23,捷克,0.00,1,0.36,3,0.12,1,0,0,,8.6687,0,0.05
2026-01-23,阿拉伯联合酋长国,0.00,1,0.27,2,0.13,0.5,0,0,,9.85,0,0.03
2026-01-23,厄瓜多尔,0.00,2,0.11,3,0.07,1,0,0,,129.968,0,0.02
2026-01-23,越南,0.00,1,0.18,2,0.09,0.5,0,0,,77.82,0,0.03
2026-01-23,阿尔及利亚,0.00,1,0.13,1,0.13,0,0,0,,,0,0.03
2026-01-23,秘鲁,0.00,1,0.11,1,0.11,1,0,0,,3.255,0,0.03
2026-01-23,爱尔兰,0.00,0,,1,0.07,0,0,0,,,,0.07
2026-01-23,哥伦比亚,0.00,3,0.00,0,,,0,,,,0,0.00
2026-01-23,澳大利亚,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-23,印度尼西亚,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-23,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-23,格鲁吉亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-23,摩洛哥,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-24,博茨瓦纳,0.00,7,0.70,15,0.33,0.7333,0,0,,13.9373,0,0.20
2026-01-24,菲律宾,0.00,47,0.09,28,0.14,0.6786,0,0,,9.1392,0,0.02
2026-01-24,马来西亚,0.00,1,3.33,4,0.83,0.5,0,0,,31.6435,0,0.30
2026-01-24,中国,0.00,21,0.11,21,0.11,0.7143,0,0,,40.3505,0,0.02
2026-01-24,捷克,0.00,1,2.18,4,0.54,0.25,0,0,,,0,0.54
2026-01-24,黑山,0.00,1,2.05,6,0.34,0.1667,0,0,,3.589,0,0.26
2026-01-24,智利,0.00,3,0.52,4,0.39,0.5,0,0,,52.312,0,0.13
2026-01-24,泰国,0.00,5,0.30,10,0.15,0.6667,0,0,,6.9435,0,0.06
2026-01-24,香港,0.00,1,1.49,4,0.37,0.5,1,0.25,0.00,1.998,1,0.30
2026-01-24,南非,0.00,1,1.33,5,0.27,0.4,0,0,,,0,0.17
2026-01-24,日本,0.00,1,1.04,4,0.26,1,0,0,,,0,0.21
2026-01-24,哥伦比亚,0.00,1,1.02,4,0.26,1,0,0,,47.8892,0,0.13
2026-01-24,孟加拉国,0.00,3,0.32,6,0.16,1,0,0,,4.45,0,0.05
2026-01-24,蒙古,0.00,2,0.40,4,0.20,0.75,0,0,,139.7655,0,0.12
2026-01-24,印度尼西亚,0.00,5,0.15,7,0.11,0.5,0,0,,10.309,0,0.03
2026-01-24,西班牙,0.00,1,0.67,1,0.67,1,0,0,,4.707,0,0.17
2026-01-24,斯里兰卡,0.00,2,0.28,5,0.11,0.8,0,0,,8.3697,0,0.04
2026-01-24,法国,0.00,2,0.23,2,0.23,0.5,0,0,,12.873,0,0.07
2026-01-24,巴基斯坦,0.00,1,0.42,2,0.21,0.5,0,0,,,0,0.07
2026-01-24,柬埔寨,0.00,3,0.12,2,0.18,1,0,0,,20.856,0,0.03
2026-01-24,越南,0.00,3,0.12,4,0.09,0.75,0,0,,5.648,0,0.03
2026-01-24,萨尔瓦多,0.00,1,0.32,7,0.05,0.1429,0,0,,,0,0.04
2026-01-24,秘鲁,0.00,1,0.28,2,0.14,1,0,0,,5.0145,0,0.04
2026-01-24,韩国,0.00,1,0.22,3,0.07,1,0,0,,5.725,0,0.03
2026-01-24,卡塔尔,0.00,1,0.10,1,0.10,1,0,0,,21.104,0,0.02
2026-01-24,墨西哥,0.00,0,,1,0.09,1,0,0,,1.438,,0.09
2026-01-24,阿拉伯联合酋长国,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-24,玻利维亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-25,西班牙,0.00,4,1.20,21,0.23,0.619,0,0,,105.9341,0,0.21
2026-01-25,巴基斯坦,0.00,18,0.25,13,0.35,1,0,0,,7.6183,0,0.06
2026-01-25,日本,0.00,3,1.15,13,0.27,0.3077,0,0,,19.3435,0,0.18
2026-01-25,中国,0.00,19,0.15,19,0.15,0.6842,0,0,,75.2834,0,0.03
2026-01-25,加拿大,0.00,3,0.88,7,0.38,0.5714,0,0,,4.19,0,0.16
2026-01-25,哥伦比亚,0.00,5,0.42,12,0.17,0.75,0,0,,6.2621,0,0.06
2026-01-25,以色列,0.00,2,0.96,8,0.24,0.5,0,0,,,0,0.18
2026-01-25,英国,0.00,3,0.62,8,0.23,0.5,0,0,,72.0798,0,0.19
2026-01-25,比利时,0.00,3,0.52,11,0.14,0.5455,0,0,,15.5788,0,0.11
2026-01-25,波兰,0.00,2,0.74,6,0.25,0.8333,0,0,,5.9842,0,0.10
2026-01-25,科威特,0.00,1,1.43,5,0.29,1,0,0,,,0,0.18
2026-01-25,葡萄牙,0.00,1,1.22,2,0.61,0,0,0,,,0,0.24
2026-01-25,格鲁吉亚,0.00,1,0.83,4,0.21,1,0,0,,8.485,0,0.14
2026-01-25,乌拉圭,0.00,4,0.19,6,0.13,1,0,0,,60.2485,0,0.05
2026-01-25,奥地利,0.00,2,0.32,10,0.06,0.3,0,0,,34.9463,0,0.05
2026-01-25,荷兰,0.00,1,0.61,1,0.61,1,0,0,,1.856,0,0.15
2026-01-25,约旦,0.00,2,0.27,4,0.13,0.75,0,0,,17.1143,0,0.08
2026-01-25,塞浦路斯,0.00,1,0.47,3,0.16,1,0,0,,19.6213,0,0.12
2026-01-25,孟加拉国,0.00,1,0.42,2,0.21,0.5,0,0,,2.269,0,0.05
2026-01-25,菲律宾,0.00,3,0.14,6,0.07,0.5,0,0,,5.6407,0,0.03
2026-01-25,越南,0.00,4,0.09,3,0.12,1,0,0,,26.886,0,0.02
2026-01-25,玻利维亚,0.00,1,0.30,3,0.10,1,0,0,,26.0005,0,0.04
2026-01-25,印度尼西亚,0.00,4,0.06,3,0.09,0.6667,0,0,,17.6045,0,0.02
2026-01-25,南非,0.00,1,0.18,1,0.18,,0,0,,,0,0.06
2026-01-25,希腊,0.00,1,0.15,1,0.15,1,0,0,,5.195,0,0.03
2026-01-25,委内瑞拉,0.00,1,0.10,2,0.05,0,0,0,,,0,0.01
2026-01-25,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-25,尼泊尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-25,伊拉克,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-26,马来西亚,0.00,12,0.41,16,0.31,0.5,0,0,,9.4507,0,0.08
2026-01-26,加拿大,0.00,3,1.36,10,0.41,0.6,0,0,,29.576,0,0.31
2026-01-26,澳大利亚,0.00,2,1.52,4,0.76,1,0,0,,5.524,0,0.38
2026-01-26,巴基斯坦,0.00,10,0.30,17,0.18,0.7647,0,0,,69.4233,0,0.06
2026-01-26,乌克兰,0.00,4,0.71,8,0.35,0.625,0,0,,47.57,0,0.12
2026-01-26,卡塔尔,0.00,1,2.67,4,0.67,,0,0,,,0,0.38
2026-01-26,日本,0.00,5,0.51,7,0.36,0.4286,1,0.1429,0.00,44.726,0.2,0.12
2026-01-26,瑞士,0.00,4,0.60,9,0.26,0.8889,0,0,,68.8744,0,0.13
2026-01-26,阿拉伯联合酋长国,0.00,1,1.82,4,0.46,0.75,0,0,,5.582,0,0.23
2026-01-26,巴林,0.00,2,0.85,3,0.57,0.6667,0,0,,,0,0.17
2026-01-26,印度尼西亚,0.00,7,0.24,12,0.14,0.8333,0,0,,37.6523,0,0.04
2026-01-26,越南,0.00,4,0.35,5,0.28,0.2,0,0,,2.078,0,0.10
2026-01-26,丹麦,0.00,1,1.26,3,0.42,0,0,0,,,0,0.25
2026-01-26,葡萄牙,0.00,1,1.22,4,0.30,0.75,0,0,,9.7257,0,0.24
2026-01-26,墨西哥,0.00,1,1.03,3,0.34,0.6667,0,0,,10.9945,0,0.15
2026-01-26,瑞典,0.00,1,1.02,8,0.13,0.75,0,0,,31.777,0,0.13
2026-01-26,孟加拉国,0.00,4,0.23,6,0.16,0.6667,0,0,,4.5735,0,0.05
2026-01-26,秘鲁,0.00,1,0.75,6,0.12,0.6667,0,0,,,0,0.12
2026-01-26,斯里兰卡,0.00,4,0.17,5,0.14,0.8,0,0,,17.9067,0,0.03
2026-01-26,泰国,0.00,8,0.08,5,0.12,0.8,0,0,,2.5693,0,0.03
2026-01-26,蒙古,0.00,3,0.19,5,0.12,1,0,0,,7.5127,0,0.04
2026-01-26,土耳其,0.00,1,0.57,2,0.29,1,0,0,,,0,0.29
2026-01-26,阿根廷,0.00,2,0.27,5,0.11,0.4,0,0,,6.2735,0,0.03
2026-01-26,马耳他,0.00,2,0.21,3,0.14,1,0,0,,4.1245,0,0.14
2026-01-26,委内瑞拉,0.00,3,0.14,5,0.08,1,0,0,,20.6645,0,0.02
2026-01-26,荷兰,0.00,1,0.29,3,0.10,1,0,0,,11.312,0,0.04
2026-01-26,菲律宾,0.00,2,0.13,3,0.09,1,0,0,,7.53,0,0.02
2026-01-26,意大利,0.00,3,0.09,3,0.09,1,0,0,,25.7893,0,0.02
2026-01-26,保加利亚,0.00,1,0.19,1,0.19,1,0,0,,,0,0.05
2026-01-26,马尔代夫,0.00,1,0.19,2,0.10,0,0,0,,,0,0.04
2026-01-26,沙特阿拉伯,0.00,1,0.19,1,0.19,0,0,0,,,0,0.06
2026-01-26,卢森堡,0.00,1,0.13,1,0.13,0,0,0,,,0,0.02
2026-01-26,马达加斯加,0.00,2,0.05,1,0.10,1,0,0,,,0,0.01
2026-01-26,文莱,0.00,3,0.02,1,0.06,1,0,0,,3.436,0,0.00
2026-01-26,哥伦比亚,0.00,1,0.01,1,0.01,1,0,0,,,0,0.00
2026-01-26,尼泊尔,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-26,新加坡,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-26,柬埔寨,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-26,尼日利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-26,危地马拉,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-26,智利,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-27,沙特阿拉伯,0.00,2,2.01,7,0.57,0.4286,0,0,,4.512,0,0.40
2026-01-27,卢森堡,0.00,1,3.74,3,1.25,0.3333,0,0,,98.261,0,0.75
2026-01-27,菲律宾,0.00,11,0.28,29,0.11,0.5862,0,0,,37.8108,0,0.06
2026-01-27,罗马尼亚,0.00,5,0.61,18,0.17,0.5,0,0,,15.332,0,0.09
2026-01-27,巴基斯坦,0.00,4,0.74,10,0.30,0.8,0,0,,30.9385,0,0.12
2026-01-27,泰国,0.00,7,0.40,17,0.16,0.7647,0,0,,13.5763,0,0.08
2026-01-27,以色列,0.00,1,2.79,7,0.40,0.1429,0,0,,,0,0.35
2026-01-27,荷兰,0.00,2,1.25,9,0.28,0.4444,0,0,,15.691,0,0.21
2026-01-27,新加坡,0.00,5,0.45,8,0.28,0.375,0,0,,3.594,0,0.09
2026-01-27,法国,0.00,1,2.21,6,0.37,1,0,0,,11.0308,0,0.25
2026-01-27,土耳其,0.00,3,0.73,7,0.31,0.7143,0,0,,3.643,0,0.20
2026-01-27,哥伦比亚,0.00,3,0.71,7,0.31,0.8571,0,0,,21.5488,0,0.19
2026-01-27,匈牙利,0.00,1,2.10,4,0.53,1,0,0,,21.5338,0,0.26
2026-01-27,博茨瓦纳,0.00,1,2.02,4,0.50,1,0,0,,26.9585,0,0.29
2026-01-27,拉脱维亚,0.00,1,1.90,4,0.48,0.75,0,0,,,0,0.27
2026-01-27,意大利,0.00,2,0.94,15,0.13,0.9091,0,0,,17.8983,0,0.10
2026-01-27,蒙古,0.00,6,0.30,11,0.16,0.9091,0,0,,6.0718,0,0.05
2026-01-27,越南,0.00,11,0.15,17,0.10,0.7059,0,0,,59.7416,0,0.03
2026-01-27,奥地利,0.00,4,0.37,9,0.16,0.6667,0,0,,22.4932,0,0.09
2026-01-27,香港,0.00,1,1.42,3,0.47,1,0,0,,91.7173,0,0.28
2026-01-27,孟加拉国,0.00,5,0.26,6,0.22,0.3333,0,0,,17.223,0,0.07
2026-01-27,亚美尼亚,0.00,2,0.56,5,0.23,0.4,0,0,,180,0,0.10
2026-01-27,乌兹别克斯坦,0.00,3,0.25,6,0.13,0.6667,0,0,,6.54,0,0.03
2026-01-27,阿塞拜疆,0.00,3,0.25,6,0.12,0.5,0,0,,3.809,0,0.07
2026-01-27,黎巴嫩,0.00,3,0.20,5,0.12,1,0,0,,31.8302,0,0.03
2026-01-27,尼日利亚,0.00,1,0.55,1,0.55,1,0,0,,33.172,0,0.08
2026-01-27,摩洛哥,0.00,3,0.17,2,0.26,,0,0,,,0,0.04
2026-01-27,瑞士,0.00,1,0.39,5,0.08,0.4,0,0,,,0,0.07
2026-01-27,委内瑞拉,0.00,3,0.13,6,0.06,0.8333,0,0,,,0,0.02
2026-01-27,巴西,0.00,1,0.22,2,0.11,1,0,0,,1.547,0,0.02
2026-01-27,韩国,0.00,1,0.14,1,0.14,0,0,0,,,0,0.07
2026-01-27,津巴布韦,0.00,1,0.14,1,0.14,1,0,0,,161.594,0,0.02
2026-01-27,阿根廷,0.00,1,0.12,2,0.06,0,0,0,,,0,0.01
2026-01-27,保加利亚,0.00,1,0.10,2,0.05,0.5,0,0,,1.352,0,0.02
2026-01-27,肯尼亚,0.00,2,0.04,1,0.09,0,0,0,,,0,0.01
2026-01-27,南非,0.00,2,0.04,1,0.08,0,0,0,,,0,0.02
2026-01-27,巴林,0.00,1,0.06,1,0.06,1,0,0,,7.298,0,0.01
2026-01-27,玻利维亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-28,菲律宾,0.00,7,0.66,17,0.27,0.6471,0,0,,64.0133,0,0.10
2026-01-28,巴基斯坦,0.00,11,0.38,17,0.25,0.5882,0,0,,14.2383,0,0.07
2026-01-28,印度,0.00,22,0.19,27,0.16,0.8148,0,0,,18.4211,0,0.04
2026-01-28,印度尼西亚,0.00,15,0.26,21,0.19,0.85,0,0,,42.1321,0,0.05
2026-01-28,匈牙利,0.00,2,1.64,11,0.30,0.5455,0,0,,22.0993,0,0.30
2026-01-28,荷兰,0.00,2,1.47,5,0.59,0.4,0,0,,,0,0.27
2026-01-28,阿拉伯联合酋长国,0.00,3,0.98,11,0.27,0.7273,1,0.0909,0.00,6.7409,0.3333,0.15
2026-01-28,秘鲁,0.00,7,0.42,20,0.15,0.5,0,0,,38.5268,0,0.07
2026-01-28,香港,0.00,2,1.01,4,0.51,0.5,0,0,,19.688,0,0.23
2026-01-28,日本,0.00,2,0.98,8,0.25,0.875,0,0,,74.5675,0,0.12
2026-01-28,瑞士,0.00,1,1.80,7,0.26,0.7143,0,0,,,0,0.22
2026-01-28,法国,0.00,3,0.59,17,0.10,0.3077,0,0,,6.3887,0,0.09
2026-01-28,巴拉圭,0.00,1,1.55,4,0.39,1,1,0.25,0.00,22.3792,1,0.26
2026-01-28,多米尼加共和国,0.00,3,0.47,8,0.18,1,0,0,,9.3524,0,0.09
2026-01-28,哥伦比亚,0.00,3,0.41,6,0.21,0.8333,0,0,,5.1846,0,0.11
2026-01-28,孟加拉国,0.00,4,0.27,3,0.36,0.6667,0,0,,21.7955,0,0.08
2026-01-28,越南,0.00,8,0.13,13,0.08,0.8462,0,0,,138.2788,0,0.02
2026-01-28,乌克兰,0.00,1,1.01,3,0.34,0.6667,0,0,,3.027,0,0.14
2026-01-28,台湾,0.00,2,0.50,5,0.20,1,0,0,,,0,0.08
2026-01-28,波兰,0.00,3,0.25,8,0.09,0.875,0,0,,5.7422,0,0.04
2026-01-28,奥地利,0.00,2,0.33,3,0.22,0,0,0,,,0,0.07
2026-01-28,泰国,0.00,2,0.32,5,0.13,1,0,0,,6.7326,0,0.04
2026-01-28,阿尔及利亚,0.00,2,0.30,4,0.15,0.75,1,0.25,0.00,10.0117,0.5,0.06
2026-01-28,意大利,0.00,1,0.58,2,0.29,1,0,0,,,0,0.07
2026-01-28,柬埔寨,0.00,2,0.27,6,0.09,0.3333,0,0,,4.9895,0,0.05
2026-01-28,丹麦,0.00,1,0.47,3,0.16,0.3333,0,0,,8.498,0,0.07
2026-01-28,土耳其,0.00,1,0.35,3,0.12,1,0,0,,6.547,0,0.04
2026-01-28,乌拉圭,0.00,1,0.31,1,0.31,0,0,0,,,0,0.16
2026-01-28,比利时,0.00,1,0.29,3,0.10,0.6667,0,0,,14.9165,0,0.05
2026-01-28,爱尔兰,0.00,3,0.08,3,0.08,1,0,0,,40.1413,0,0.03
2026-01-28,新西兰,0.00,1,0.23,2,0.12,0,0,0,,,0,0.06
2026-01-28,韩国,0.00,1,0.20,1,0.20,1,0,0,,10.121,0,0.05
2026-01-28,多哥,0.00,1,0.15,1,0.15,0,0,0,,,0,0.02
2026-01-28,厄瓜多尔,0.00,1,0.14,5,0.03,0.6,0,0,,20.0937,0,0.02
2026-01-28,新加坡,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-28,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-28,波斯尼亚和黑塞哥维那,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-28,蒙古,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-28,乌兹别克斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-29,菲律宾,0.00,9,0.51,20,0.23,0.6316,0,0,,21.263,0,0.08
2026-01-29,芬兰,0.00,3,1.47,8,0.55,0.375,0,0,,6.553,0,0.28
2026-01-29,挪威,0.00,1,4.07,4,1.02,1,0,0,,7.839,0,1.02
2026-01-29,波兰,0.00,2,1.99,4,1.00,0.75,0,0,,168.167,0,0.44
2026-01-29,巴西,0.00,3,1.23,13,0.28,0.6154,0,0,,29.1283,0,0.23
2026-01-29,澳大利亚,0.00,2,1.79,5,0.72,0.5,0,0,,,0,0.33
2026-01-29,韩国,0.00,3,0.94,6,0.47,0.2,0,0,,2.432,0,0.22
2026-01-29,斯洛伐克,0.00,1,2.66,3,0.89,0.6667,0,0,,,0,0.38
2026-01-29,土耳其,0.00,5,0.53,11,0.24,0.7273,0,0,,79.8109,0,0.14
2026-01-29,荷兰,0.00,2,1.31,9,0.29,0.2222,0,0,,2.5505,0,0.19
2026-01-29,匈牙利,0.00,1,2.46,2,1.23,1,0,0,,2.838,0,0.62
2026-01-29,丹麦,0.00,2,1.22,10,0.24,0.6,0,0,,29.8328,0,0.22
2026-01-29,以色列,0.00,4,0.60,13,0.18,0.4615,0,0,,16.278,0,0.13
2026-01-29,巴基斯坦,0.00,7,0.33,13,0.18,0.7692,0,0,,11.0217,0,0.06
2026-01-29,马来西亚,0.00,3,0.75,5,0.45,0.4,0,0,,8.944,0,0.16
2026-01-29,中国,0.00,35,0.06,15,0.14,0.7333,0,0,,35.3243,0,0.01
2026-01-29,台湾,0.00,4,0.43,5,0.34,1,0,0,,57.9654,0,0.14
2026-01-29,越南,0.00,5,0.25,21,0.06,0.5238,0,0,,9.427,0,0.04
2026-01-29,马耳他,0.00,2,0.55,6,0.18,1,0,0,,15.2743,0,0.07
2026-01-29,南非,0.00,2,0.43,7,0.12,0.8571,0,0,,50.6463,0,0.05
2026-01-29,孟加拉国,0.00,6,0.14,6,0.14,0.8333,0,0,,95.1942,0,0.02
2026-01-29,哥伦比亚,0.00,2,0.41,6,0.14,1,0,0,,33.3405,0,0.07
2026-01-29,墨西哥,0.00,2,0.39,9,0.09,0.7778,0,0,,18.3797,0,0.05
2026-01-29,捷克,0.00,1,0.64,3,0.21,0.3333,0,0,,2.03,0,0.16
2026-01-29,乌克兰,0.00,3,0.21,2,0.32,1,0,0,,11.0305,0,0.07
2026-01-29,罗马尼亚,0.00,3,0.21,7,0.09,0.5714,0,0,,4.9173,0,0.04
2026-01-29,意大利,0.00,1,0.61,2,0.31,1,0,0,,14.7375,0,0.09
2026-01-29,格鲁吉亚,0.00,3,0.17,5,0.10,0.6,0,0,,12.41,0,0.04
2026-01-29,泰国,0.00,2,0.25,4,0.13,0.75,0,0,,1.107,0,0.07
2026-01-29,埃及,0.00,2,0.22,6,0.07,0.5,0,0,,11.575,0,0.06
2026-01-29,玻利维亚,0.00,1,0.24,2,0.12,,0,0,,,0,0.03
2026-01-29,马尔代夫,0.00,3,0.08,3,0.08,0,0,0,,,0,0.02
2026-01-29,香港,0.00,1,0.23,1,0.23,1,0,0,,9.478,0,0.03
2026-01-29,印度尼西亚,0.00,5,0.04,2,0.10,0.5,0,0,,2.695,0,0.01
2026-01-29,津巴布韦,0.00,2,0.09,2,0.09,1,0,0,,60.216,0,0.01
2026-01-29,斯里兰卡,0.00,1,0.15,1,0.15,1,0,0,,5.719,0,0.05
2026-01-29,肯尼亚,0.00,1,0.14,2,0.07,1,0,0,,48.249,0,0.07
2026-01-29,阿根廷,0.00,1,0.08,1,0.08,1,0,0,,,0,0.01
2026-01-29,阿尔及利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-29,巴勒斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-29,尼泊尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-30,土耳其,0.00,10,0.48,25,0.19,0.52,0,0,,65.4368,0,0.09
2026-01-30,南非,0.00,5,0.69,17,0.20,0.4706,0,0,,16.2718,0,0.17
2026-01-30,阿根廷,0.00,2,1.61,6,0.54,0.8,0,0,,18.496,0,0.21
2026-01-30,菲律宾,0.00,7,0.35,15,0.16,0.4667,0,0,,44.1416,0,0.08
2026-01-30,亚美尼亚,0.00,3,0.79,9,0.26,0.5556,0,0,,89.1737,0,0.15
2026-01-30,比利时,0.00,2,1.17,5,0.47,0.8,0,0,,4.171,0,0.21
2026-01-30,哥伦比亚,0.00,1,2.00,6,0.33,0.5,0,0,,3.2927,0,0.22
2026-01-30,韩国,0.00,3,0.63,12,0.16,0.8333,0,0,,11.2426,0,0.09
2026-01-30,阿拉伯联合酋长国,0.00,3,0.45,4,0.34,0.75,0,0,,62.4347,0,0.14
2026-01-30,瑞士,0.00,2,0.65,13,0.10,0.4615,0,0,,14.3083,0,0.09
2026-01-30,越南,0.00,4,0.32,15,0.09,0.4615,0,0,,10.6,0,0.06
2026-01-30,坦桑尼亚,0.00,2,0.64,5,0.26,1,0,0,,16.3198,0,0.16
2026-01-30,白俄罗斯,0.00,2,0.64,3,0.43,1,0,0,,12.772,0,0.16
2026-01-30,印度尼西亚,0.00,3,0.42,5,0.25,0.4,0,0,,7.6585,0,0.08
2026-01-30,泰国,0.00,1,1.11,4,0.28,0.5,0,0,,,0,0.19
2026-01-30,格鲁吉亚,0.00,2,0.43,4,0.21,1,0,0,,17.542,0,0.12
2026-01-30,新加坡,0.00,1,0.84,1,0.84,1,0,0,,6.291,0,0.84
2026-01-30,巴基斯坦,0.00,4,0.20,6,0.13,0.1667,0,0,,11.66,0,0.03
2026-01-30,爱尔兰,0.00,1,0.79,2,0.40,1,0,0,,,0,0.20
2026-01-30,丹麦,0.00,3,0.22,6,0.11,1,0,0,,16.0217,0,0.04
2026-01-30,卡塔尔,0.00,2,0.32,7,0.09,0.5714,0,0,,,0,0.06
2026-01-30,瑞典,0.00,1,0.53,7,0.08,0.5714,0,0,,31.3912,0,0.08
2026-01-30,多米尼加共和国,0.00,1,0.50,3,0.17,1,0,0,,23.1343,0,0.07
2026-01-30,哥斯达黎加,0.00,1,0.28,3,0.09,0,0,0,,,0,0.05
2026-01-30,突尼斯,0.00,1,0.20,2,0.10,1,0,0,,,0,0.03
2026-01-30,乌克兰,0.00,3,0.06,2,0.09,0.5,0,0,,17.944,0,0.03
2026-01-30,塞尔维亚,0.00,1,0.18,1,0.18,1,0,0,,18.41,0,0.05
2026-01-30,斯里兰卡,0.00,1,0.17,1,0.17,1,0,0,,5.692,0,0.02
2026-01-30,秘鲁,0.00,1,0.14,1,0.14,1,0,0,,40.607,0,0.02
2026-01-30,罗马尼亚,0.00,1,0.12,1,0.12,0,0,0,,,0,0.04
2026-01-30,孟加拉国,0.00,2,0.04,1,0.09,0,0,0,,,0,0.01
2026-01-30,科索沃,0.00,1,0.07,1,0.07,1,0,0,,7.402,0,0.02
2026-01-30,埃及,0.00,1,0.03,4,0.01,1,0,0,,5.707,0,0.00
2026-01-30,俄罗斯,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-30,危地马拉,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-30,委内瑞拉,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-31,南非,0.00,2,2.21,7,0.63,0.2857,0,0,,4.708,0,0.40
2026-01-31,英国,0.00,4,0.91,8,0.46,0.4286,0,0,,10.4963,0,0.18
2026-01-31,西班牙,0.00,6,0.49,19,0.15,0.3889,0,0,,5.605,0,0.12
2026-01-31,埃及,0.00,9,0.26,14,0.17,0.5714,0,0,,37.3292,0,0.13
2026-01-31,科威特,0.00,3,0.76,6,0.38,1,0,0,,13.3483,0,0.19
2026-01-31,奥地利,0.00,1,2.04,7,0.29,0.8571,0,0,,15.2572,0,0.23
2026-01-31,阿塞拜疆,0.00,4,0.49,9,0.22,0.8889,1,0.1111,0.00,2.9482,0.25,0.14
2026-01-31,新加坡,0.00,1,1.81,3,0.60,0,0,0,,,0,0.36
2026-01-31,拉脱维亚,0.00,2,0.75,6,0.25,0.3333,0,0,,20.018,0,0.12
2026-01-31,荷兰,0.00,1,1.39,7,0.20,0.1429,0,0,,17.761,0,0.17
2026-01-31,法国,0.00,2,0.50,4,0.25,0.5,0,0,,10.29,0,0.10
2026-01-31,波兰,0.00,1,0.99,4,0.25,0,0,0,,,0,0.14
2026-01-31,泰国,0.00,1,0.94,2,0.47,1,0,0,,12.2295,0,0.13
2026-01-31,秘鲁,0.00,2,0.26,3,0.17,0.6667,0,0,,55.1905,0,0.04
2026-01-31,孟加拉国,0.00,3,0.15,2,0.23,0.5,1,0.5,0.00,2.998,0.3333,0.04
2026-01-31,巴基斯坦,0.00,6,0.07,4,0.10,0.5,0,0,,9.4335,0,0.01
2026-01-31,土耳其,0.00,2,0.17,3,0.11,0.3333,0,0,,,0,0.04
2026-01-31,爱尔兰,0.00,1,0.22,1,0.22,1,0,0,,,0,0.03
2026-01-31,委内瑞拉,0.00,1,0.17,5,0.03,0,0,0,,,0,0.01
2026-01-31,韩国,0.00,1,0.17,4,0.04,0.75,0,0,,25.803,0,0.02
2026-01-31,阿拉伯联合酋长国,0.00,2,0.06,1,0.11,0,0,0,,,0,0.03
2026-01-31,越南,0.00,1,0.11,3,0.04,1,0,0,,25.429,0,0.02
2026-01-31,津巴布韦,0.00,0,,1,0.11,,0,0,,,,0.11
2026-01-31,塞浦路斯,0.00,1,0.10,2,0.05,1,0,0,,2.615,0,0.02
2026-01-31,伊朗,0.00,2,0.04,1,0.09,0,0,0,,,0,0.01
2026-01-31,格鲁吉亚,0.00,0,,1,0.09,0,0,0,,,,0.09
