Date,Country,Estimated earnings (USD),Page views,Page RPM (USD),Impressions,Impression RPM (USD),Active View Viewable,Clicks,CTR,CPC (USD),Average Viewable Time,Page CTR,Ad request RPM (USD)
2026-01-15,巴西,0.00,4,0.70,8,0.35,0.75,0,0,,17.81,0,0.14
2026-01-15,危地马拉,0.00,1,2.77,5,0.55,0,0,0,,,0,0.40
2026-01-15,玻利维亚,0.00,2,1.34,3,0.89,0.6667,0,0,,,0,0.17
2026-01-15,秘鲁,0.00,5,0.39,6,0.32,0.5,0,0,,,0,0.06
2026-01-15,奥地利,0.00,1,1.90,4,0.47,1,0,0,,26.9743,0,0.47
2026-01-15,新加坡,0.00,1,0.99,6,0.17,0.5,0,0,,1.727,0,0.11
2026-01-15,越南,0.00,5,0.14,11,0.06,0.3636,0,0,,31.5897,0,0.03
2026-01-15,瑞士,0.00,1,0.60,5,0.12,0.6,0,0,,18.273,0,0.07
2026-01-15,马来西亚,0.00,9,0.06,16,0.03,0.5,0,0,,16.2796,0,0.01
2026-01-15,巴基斯坦,0.00,12,0.04,7,0.07,0.5714,1,0.1429,0.00,47.8407,0.0833,0.01
2026-01-15,波兰,0.00,1,0.44,7,0.06,0.5714,0,0,,,0,0.06
2026-01-15,斯里兰卡,0.00,1,0.35,2,0.17,1,0,0,,14.9295,0,0.05
2026-01-15,突尼斯,0.00,1,0.33,2,0.16,0,0,0,,,0,0.05
2026-01-15,法国,0.00,1,0.29,5,0.06,0.4,0,0,,6.7395,0,0.05
2026-01-15,哥伦比亚,0.00,1,0.17,2,0.09,1,0,0,,22.234,0,0.02
2026-01-15,印度尼西亚,0.00,14,0.01,2,0.08,1,0,0,,2.796,0,0.00
2026-01-15,墨西哥,0.00,1,0.16,2,0.08,0.5,0,0,,,0,0.03
2026-01-15,阿拉伯联合酋长国,0.00,1,0.15,4,0.04,0.25,0,0,,,0,0.03
2026-01-15,哥斯达黎加,0.00,1,0.14,1,0.14,1,0,0,,8.216,0,0.03
2026-01-15,香港,0.00,3,0.05,3,0.05,1,0,0,,7.5637,0,0.01
2026-01-15,西班牙,0.00,3,0.04,8,0.02,0.75,0,0,,22.911,0,0.01
2026-01-15,智利,0.00,2,0.02,3,0.01,1,0,0,,11.933,0,0.00
2026-01-15,肯尼亚,0.00,3,0.01,3,0.01,0.6667,0,0,,22.5165,0,0.00
2026-01-15,塞尔维亚,0.00,3,0.01,2,0.01,1,0,0,,1.194,0,0.00
2026-01-15,乌克兰,0.00,1,0.01,2,0.01,1,0,0,,11.277,0,0.00
2026-01-15,芬兰,0.00,7,0.00,0,,,0,,,,0,0.00
2026-01-15,菲律宾,0.00,3,0.00,0,,,0,,,,0,0.00
2026-01-15,沙特阿拉伯,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-15,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-15,阿塞拜疆,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-15,厄瓜多尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-15,黎巴嫩,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-15,孟加拉国,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-15,摩洛哥,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-15,瑞典,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-16,墨西哥,0.00,3,1.51,8,0.57,0.5,0,0,,3.3633,0,0.27
2026-01-16,阿拉伯联合酋长国,0.00,3,1.49,7,0.64,0.2857,0,0,,8.6245,0,0.41
2026-01-16,印度,0.00,14,0.25,22,0.16,0.5,0,0,,21.3902,0,0.05
2026-01-16,英国,0.00,4,0.72,9,0.32,1,0,0,,62.308,0,0.15
2026-01-16,瑞士,0.00,1,2.65,6,0.44,0.5,0,0,,2.6673,0,0.38
2026-01-16,智利,0.00,2,0.86,11,0.16,0.1818,0,0,,2.358,0,0.12
2026-01-16,挪威,0.00,1,1.54,5,0.31,0.4,0,0,,9.866,0,0.31
2026-01-16,希腊,0.00,3,0.47,7,0.20,0.8571,0,0,,20.9143,0,0.07
2026-01-16,日本,0.00,2,0.65,2,0.65,1,0,0,,2.9775,0,0.33
2026-01-16,意大利,0.00,3,0.42,2,0.64,0.5,0,0,,19.272,0,0.12
2026-01-16,奥地利,0.00,1,1.27,3,0.42,1,0,0,,,0,0.42
2026-01-16,黎巴嫩,0.00,1,1.13,3,0.38,0.3333,0,0,,,0,0.16
2026-01-16,捷克,0.00,1,1.12,1,1.12,1,0,0,,16.096,0,0.56
2026-01-16,波兰,0.00,4,0.18,5,0.15,0.8,0,0,,39.3733,0,0.05
2026-01-16,丹麦,0.00,1,0.72,4,0.18,1,0,0,,,0,0.18
2026-01-16,罗马尼亚,0.00,1,0.60,3,0.20,0.6667,0,0,,149.615,0,0.10
2026-01-16,菲律宾,0.00,1,0.54,3,0.18,1,0,0,,95.1357,0,0.06
2026-01-16,马来西亚,0.00,2,0.18,3,0.12,1,0,0,,20.936,0,0.05
2026-01-16,香港,0.00,2,0.15,2,0.15,0,0,0,,,0,0.04
2026-01-16,越南,0.00,1,0.29,3,0.10,0.6667,0,0,,,0,0.04
2026-01-16,巴基斯坦,0.00,5,0.05,1,0.26,1,0,0,,2.986,0,0.01
2026-01-16,巴西,0.00,4,0.06,6,0.04,0.5,0,0,,4.6333,0,0.02
2026-01-16,台湾,0.00,2,0.13,1,0.25,1,0,0,,10.028,0,0.06
2026-01-16,印度尼西亚,0.00,1,0.25,2,0.12,1,0,0,,,0,0.03
2026-01-16,新西兰,0.00,1,0.24,3,0.08,0,0,0,,,0,0.04
2026-01-16,乌克兰,0.00,1,0.14,1,0.14,1,0,0,,13.125,0,0.02
2026-01-16,哥伦比亚,0.00,3,0.04,2,0.06,1,0,0,,96.707,0,0.01
2026-01-16,摩洛哥,0.00,1,0.08,1,0.08,1,0,0,,6.949,0,0.04
2026-01-16,柬埔寨,0.00,4,0.02,1,0.07,1,0,0,,14.242,0,0.00
2026-01-16,安哥拉,0.00,1,0.06,2,0.03,0.5,0,0,,4.219,0,0.01
2026-01-16,乌拉圭,0.00,2,0.03,2,0.03,1,0,0,,13.0735,0,0.01
2026-01-16,埃及,0.00,1,0.04,1,0.04,0,0,0,,,0,0.01
2026-01-16,以色列,0.00,1,0.02,2,0.01,1,0,0,,7.202,0,0.00
2026-01-16,阿尔及利亚,0.00,1,0.02,1,0.02,1,0,0,,41.855,0,0.01
2026-01-16,孟加拉国,0.00,3,0.00,0,,,0,,,,0,0.00
2026-01-16,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-16,比利时,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-16,俄罗斯,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-16,韩国,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-16,尼泊尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,英国,0.00,3,1.53,9,0.51,0.5556,0,0,,9.509,0,0.27
2026-01-17,印度,0.00,14,0.32,21,0.22,0.9048,0,0,,14.7128,0,0.06
2026-01-17,德国,0.00,3,1.42,13,0.33,0.6154,0,0,,113.9969,0,0.31
2026-01-17,丹麦,0.00,1,3.63,5,0.73,0,0,0,,,0,0.73
2026-01-17,波兰,0.00,1,3.38,7,0.48,0.4286,0,0,,39.288,0,0.42
2026-01-17,菲律宾,0.00,3,1.06,8,0.40,0.625,0,0,,81.3078,0,0.24
2026-01-17,荷兰,0.00,1,2.48,3,0.83,0.6667,0,0,,3.7905,0,0.41
2026-01-17,香港,0.00,4,0.47,6,0.32,1,0,0,,22.3006,0,0.09
2026-01-17,墨西哥,0.00,3,0.43,11,0.12,0.6364,0,0,,46.4495,0,0.08
2026-01-17,波多黎各,0.00,2,0.64,5,0.25,0.4,0,0,,22.9215,0,0.09
2026-01-17,摩洛哥,0.00,4,0.30,16,0.07,0.25,0,0,,9.6512,0,0.05
2026-01-17,印度尼西亚,0.00,1,1.10,7,0.16,0.8571,0,0,,7.2602,0,0.12
2026-01-17,沙特阿拉伯,0.00,1,1.07,6,0.18,0.1667,0,0,,1.31,0,0.15
2026-01-17,瑞典,0.00,1,0.99,6,0.16,0.5,0,0,,5.0913,0,0.12
2026-01-17,多米尼加共和国,0.00,2,0.49,4,0.25,0.5,0,0,,,0,0.11
2026-01-17,巴基斯坦,0.00,5,0.20,5,0.20,0.6,0,0,,87.7393,0,0.03
2026-01-17,尼日利亚,0.00,1,0.72,3,0.24,1,0,0,,8.1087,0,0.09
2026-01-17,巴西,0.00,1,0.67,2,0.34,0.5,0,0,,,0,0.07
2026-01-17,捷克,0.00,1,0.67,1,0.67,1,0,0,,5.201,0,0.13
2026-01-17,南非,0.00,1,0.59,1,0.59,1,0,0,,,0,0.15
2026-01-17,日本,0.00,1,0.59,5,0.12,0,0,0,,,0,0.07
2026-01-17,埃塞俄比亚,0.00,1,0.37,1,0.37,1,0,0,,132.942,0,0.18
2026-01-17,爱尔兰,0.00,1,0.34,1,0.34,1,0,0,,,0,0.08
2026-01-17,葡萄牙,0.00,1,0.33,1,0.33,1,0,0,,,0,0.16
2026-01-17,意大利,0.00,1,0.30,2,0.15,0.5,0,0,,6.726,0,0.06
2026-01-17,以色列,0.00,2,0.15,1,0.29,1,0,0,,1.776,0,0.07
2026-01-17,厄瓜多尔,0.00,1,0.28,9,0.03,0.3333,0,0,,1.766,0,0.03
2026-01-17,孟加拉国,0.00,5,0.03,1,0.13,0,0,0,,,0,0.01
2026-01-17,西班牙,0.00,1,0.09,2,0.04,1,0,0,,,0,0.02
2026-01-17,哥伦比亚,0.00,2,0.02,2,0.02,0.5,0,0,,4.944,0,0.00
2026-01-17,韩国,0.00,2,0.00,1,0.01,0,0,0,,,0,0.00
2026-01-17,格鲁吉亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,柬埔寨,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,马来西亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,斯里兰卡,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,土耳其,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,乌克兰,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-17,越南,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-18,印度,0.00,12,0.40,24,0.20,0.7083,0,0,,15.4121,0,0.07
2026-01-18,荷兰,0.00,1,4.36,5,0.87,0.5,0,0,,,0,0.62
2026-01-18,泰国,0.00,5,0.80,14,0.28,0.2857,0,0,,14.7785,0,0.20
2026-01-18,波兰,0.00,2,1.85,7,0.53,0.4286,0,0,,37.9797,0,0.46
2026-01-18,立陶宛,0.00,2,1.43,5,0.57,0.6,0,0,,19.099,0,0.36
2026-01-18,中国,0.00,24,0.11,20,0.13,0.5,0,0,,16.8187,0,0.02
2026-01-18,德国,0.00,3,0.81,13,0.19,0.3077,0,0,,10.8432,0,0.15
2026-01-18,奥地利,0.00,1,1.96,7,0.28,0.5714,0,0,,37.5785,0,0.28
2026-01-18,孟加拉国,0.00,3,0.65,6,0.33,0.6667,0,0,,,0,0.08
2026-01-18,摩洛哥,0.00,2,0.88,4,0.44,0.75,0,0,,11.9203,0,0.18
2026-01-18,瑞典,0.00,1,1.53,7,0.22,0.8571,0,0,,22.3537,0,0.22
2026-01-18,乌克兰,0.00,3,0.45,6,0.22,0.6667,0,0,,45.456,0,0.11
2026-01-18,香港,0.00,1,1.33,4,0.33,0.5,0,0,,17.437,0,0.17
2026-01-18,阿根廷,0.00,2,0.43,4,0.22,1,0,0,,96.7963,0,0.06
2026-01-18,土耳其,0.00,2,0.41,14,0.06,0.4286,0,0,,7.3757,0,0.05
2026-01-18,罗马尼亚,0.00,1,0.71,2,0.35,1,0,0,,8.0905,0,0.35
2026-01-18,墨西哥,0.00,3,0.21,5,0.13,1,0,0,,40.8982,0,0.09
2026-01-18,印度尼西亚,0.00,6,0.10,10,0.06,0.4,0,0,,3.6727,0,0.03
2026-01-18,卢森堡,0.00,4,0.14,6,0.09,1,0,0,,15.5573,0,0.03
2026-01-18,菲律宾,0.00,3,0.18,5,0.11,0.8,0,0,,4.411,0,0.04
2026-01-18,匈牙利,0.00,1,0.47,5,0.09,0.6,0,0,,7.2053,0,0.07
2026-01-18,瑞士,0.00,3,0.11,3,0.11,1,0,0,,68.5037,0,0.05
2026-01-18,科索沃,0.00,1,0.29,3,0.10,0.3333,0,0,,3.293,0,0.04
2026-01-18,肯尼亚,0.00,1,0.28,2,0.14,1,0,0,,180,0,0.14
2026-01-18,西班牙,0.00,2,0.14,7,0.04,0.1429,0,0,,,0,0.03
2026-01-18,厄瓜多尔,0.00,1,0.22,2,0.11,0.5,0,0,,,0,0.04
2026-01-18,巴拉圭,0.00,1,0.21,2,0.10,0,0,0,,,0,0.03
2026-01-18,哥伦比亚,0.00,1,0.11,1,0.11,1,0,0,,,0,0.01
2026-01-18,萨尔瓦多,0.00,2,0.01,1,0.02,1,0,0,,2.733,0,0.00
2026-01-18,巴基斯坦,0.00,4,0.00,0,,,0,,,,0,0.00
2026-01-18,埃塞俄比亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-18,尼日利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-18,塞内加尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-19,墨西哥,0.00,6,0.72,12,0.36,0.6667,0,0,,21.8502,0,0.13
2026-01-19,台湾,0.00,6,0.65,30,0.13,0.7667,0,0,,85.346,0,0.08
2026-01-19,马来西亚,0.00,8,0.39,11,0.29,0.6364,0,0,,29.7004,0,0.06
2026-01-19,菲律宾,0.00,13,0.23,21,0.14,0.75,0,0,,33.1798,0,0.05
2026-01-19,孟加拉国,0.00,4,0.63,4,0.63,0,0,0,,,0,0.19
2026-01-19,香港,0.00,3,0.74,13,0.17,0.4615,0,0,,11.9923,0,0.10
2026-01-19,越南,0.00,4,0.55,7,0.31,0.5714,0,0,,17.202,0,0.10
2026-01-19,阿拉伯联合酋长国,0.00,3,0.73,11,0.20,0.2727,0,0,,7.712,0,0.16
2026-01-19,巴基斯坦,0.00,5,0.43,11,0.19,0.2727,0,0,,14.699,0,0.08
2026-01-19,土耳其,0.00,2,1.00,5,0.40,1,0,0,,53.3648,0,0.20
2026-01-19,伊拉克,0.00,8,0.24,8,0.24,0.875,1,0.125,0.00,7.4642,0.125,0.07
2026-01-19,巴西,0.00,2,0.92,8,0.23,0.5,0,0,,180,0,0.15
2026-01-19,巴巴多斯,0.00,4,0.45,7,0.26,0.5714,0,0,,4.8627,0,0.11
2026-01-19,亚美尼亚,0.00,1,1.59,7,0.23,0.1429,0,0,,2.779,0,0.18
2026-01-19,比利时,0.00,1,1.48,5,0.30,0.4,0,0,,24.2105,0,0.30
2026-01-19,葡萄牙,0.00,2,0.70,8,0.18,0.5,0,0,,111.8197,0,0.11
2026-01-19,巴拉圭,0.00,1,1.31,4,0.33,0.25,0,0,,1.267,0,0.16
2026-01-19,智利,0.00,1,1.16,5,0.23,0.6,0,0,,,0,0.14
2026-01-19,肯尼亚,0.00,4,0.26,6,0.17,0.3333,0,0,,9.4815,0,0.04
2026-01-19,南非,0.00,1,0.98,6,0.16,0.8333,0,0,,12.7936,0,0.12
2026-01-19,加拿大,0.00,1,0.89,1,0.89,1,0,0,,2.266,0,0.22
2026-01-19,韩国,0.00,1,0.65,3,0.22,1,0,0,,6.1077,0,0.08
2026-01-19,柬埔寨,0.00,1,0.59,6,0.10,0.6667,0,0,,139.014,0,0.07
2026-01-19,奥地利,0.00,1,0.46,4,0.11,0.75,0,0,,13.2973,0,0.08
2026-01-19,以色列,0.00,1,0.38,1,0.38,1,0,0,,180,0,0.19
2026-01-19,印度尼西亚,0.00,4,0.09,5,0.08,1,0,0,,18.4168,0,0.02
2026-01-19,泰国,0.00,2,0.13,2,0.13,1,0,0,,10.559,0,0.02
2026-01-19,利比亚,0.00,1,0.23,2,0.12,0.5,0,0,,51.361,0,0.04
2026-01-19,格鲁吉亚,0.00,1,0.14,1,0.14,0,0,0,,,0,0.14
2026-01-19,乌克兰,0.00,1,0.14,1,0.14,1,0,0,,,0,0.04
2026-01-19,尼泊尔,0.00,2,0.06,1,0.13,1,0,0,,180,0,0.01
2026-01-19,意大利,0.00,1,0.11,1,0.11,1,0,0,,7.881,0,0.06
2026-01-19,马尔代夫,0.00,1,0.08,1,0.08,1,0,0,,,0,0.01
2026-01-19,委内瑞拉,0.00,1,0.07,1,0.07,1,0,0,,1.887,0,0.01
2026-01-19,波斯尼亚和黑塞哥维那,0.00,1,0.02,2,0.01,0.5,0,0,,15.344,0,0.00
2026-01-19,厄瓜多尔,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-19,黎巴嫩,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-19,缅甸,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-19,尼日利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-19,新加坡,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-20,澳大利亚,0.00,2,2.10,9,0.47,0.2222,0,0,,,0,0.30
2026-01-20,新西兰,0.00,1,2.45,5,0.49,0.8,0,0,,6.603,0,0.35
2026-01-20,秘鲁,0.00,3,0.68,18,0.11,0.6111,0,0,,123.9703,0,0.09
2026-01-20,波兰,0.00,1,1.82,6,0.30,0.8333,0,0,,8.3125,0,0.23
2026-01-20,哥伦比亚,0.00,4,0.39,10,0.16,0.5,0,0,,59.0706,0,0.08
2026-01-20,孟加拉国,0.00,13,0.11,8,0.19,1,0,0,,9.4011,0,0.04
2026-01-20,韩国,0.00,2,0.73,15,0.10,0.3333,0,0,,58.7934,0,0.10
2026-01-20,丹麦,0.00,3,0.40,9,0.13,0.7778,0,0,,11.4747,0,0.09
2026-01-20,埃及,0.00,1,1.18,3,0.39,0.6667,0,0,,,0,0.20
2026-01-20,越南,0.00,8,0.13,12,0.09,0.8,0,0,,9.7459,0,0.02
2026-01-20,亚美尼亚,0.00,4,0.23,11,0.08,0.8182,0,0,,116.2996,0,0.05
2026-01-20,香港,0.00,1,0.91,3,0.30,1,0,0,,6.0537,0,0.11
2026-01-20,阿拉伯联合酋长国,0.00,1,0.79,1,0.79,1,0,0,,3.957,0,0.39
2026-01-20,尼日利亚,0.00,4,0.18,3,0.25,0.3333,0,0,,3.322,0,0.05
2026-01-20,厄瓜多尔,0.00,2,0.35,10,0.07,0.3,0,0,,2.588,0,0.04
2026-01-20,摩洛哥,0.00,2,0.34,5,0.14,1,0,0,,15.8595,0,0.08
2026-01-20,塔吉克斯坦,0.00,2,0.30,3,0.20,0.3333,0,0,,,0,0.06
2026-01-20,南非,0.00,1,0.60,5,0.12,0.6,0,0,,37.4183,0,0.07
2026-01-20,马来西亚,0.00,1,0.48,3,0.16,0.6667,0,0,,3.749,0,0.05
2026-01-20,波斯尼亚和黑塞哥维那,0.00,1,0.38,2,0.19,0,0,0,,,0,0.06
2026-01-20,意大利,0.00,1,0.34,4,0.08,0.75,0,0,,33.723,0,0.05
2026-01-20,关岛,0.00,1,0.28,1,0.28,1,0,0,,22.487,0,0.04
2026-01-20,台湾,0.00,1,0.24,5,0.05,0,0,0,,,0,0.03
2026-01-20,菲律宾,0.00,1,0.22,1,0.22,0,0,0,,,0,0.11
2026-01-20,巴基斯坦,0.00,8,0.02,2,0.09,1,0,0,,6.6825,0,0.01
2026-01-20,塞尔维亚,0.00,1,0.17,1,0.17,1,0,0,,9.366,0,0.02
2026-01-20,日本,0.00,2,0.08,3,0.05,0.3333,0,0,,3.325,0,0.01
2026-01-20,新加坡,0.00,1,0.13,1,0.13,1,0,0,,,0,0.02
2026-01-20,卡塔尔,0.00,1,0.09,1,0.09,0,0,0,,,0,0.01
2026-01-20,玻利维亚,0.00,3,0.00,0,,,0,,,,0,0.00
2026-01-20,斯里兰卡,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-20,黎巴嫩,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-20,突尼斯,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-20,印度尼西亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-21,澳大利亚,0.00,2,2.13,12,0.36,0.6667,0,0,,33.4046,0,0.24
2026-01-21,保加利亚,0.00,2,2.11,9,0.47,0.5556,0,0,,11.5434,0,0.35
2026-01-21,荷兰,0.00,1,3.65,3,1.22,0.3333,0,0,,10.776,0,0.91
2026-01-21,法国,0.00,3,1.01,13,0.23,0.5,0,0,,8.164,0,0.16
2026-01-21,日本,0.00,2,1.33,8,0.33,0.5,0,0,,9.278,0,0.33
2026-01-21,哥伦比亚,0.00,3,0.89,9,0.30,0.3333,0,0,,64.3133,0,0.24
2026-01-21,丹麦,0.00,3,0.81,9,0.27,0.4444,0,0,,29.7625,0,0.24
2026-01-21,菲律宾,0.00,5,0.48,10,0.24,0.9,0,0,,37.7263,0,0.08
2026-01-21,越南,0.00,8,0.30,12,0.20,0.5833,0,0,,4.2038,0,0.06
2026-01-21,泰国,0.00,2,1.06,6,0.35,0,0,0,,,0,0.21
2026-01-21,意大利,0.00,2,1.03,6,0.34,0.3333,1,0.1667,0.00,3.3755,0.5,0.21
2026-01-21,科威特,0.00,1,1.76,6,0.29,0.3333,0,0,,12.6855,0,0.29
2026-01-21,台湾,0.00,1,1.67,7,0.24,0.5714,0,0,,,0,0.24
2026-01-21,罗马尼亚,0.00,3,0.49,4,0.37,0.75,0,0,,15.183,0,0.10
2026-01-21,智利,0.00,2,0.62,9,0.14,0.3333,0,0,,26.106,0,0.10
2026-01-21,瑞典,0.00,1,1.15,3,0.38,1,0,0,,3.7743,0,0.38
2026-01-21,爱尔兰,0.00,1,1.11,4,0.28,0.75,0,0,,3.721,0,0.14
2026-01-21,柬埔寨,0.00,2,0.46,4,0.23,0,0,0,,,0,0.10
2026-01-21,孟加拉国,0.00,7,0.13,3,0.31,0,0,0,,,0,0.03
2026-01-21,土耳其,0.00,1,0.85,6,0.14,0.6667,0,0,,14.689,0,0.12
2026-01-21,马来西亚,0.00,2,0.42,4,0.21,0.75,0,0,,17.697,0,0.17
2026-01-21,乌兹别克斯坦,0.00,1,0.57,5,0.11,0.6,0,0,,7.4653,0,0.09
2026-01-21,秘鲁,0.00,2,0.27,3,0.18,0.6667,1,0.3333,0.00,24.194,0.5,0.07
2026-01-21,印度尼西亚,0.00,5,0.10,2,0.26,0.5,0,0,,21.207,0,0.02
2026-01-21,厄瓜多尔,0.00,1,0.45,4,0.11,0.75,0,0,,113.8463,0,0.06
2026-01-21,沙特阿拉伯,0.00,1,0.44,2,0.22,1,0,0,,4.664,0,0.09
2026-01-21,巴基斯坦,0.00,5,0.08,3,0.14,0.6667,0,0,,9.5995,0,0.02
2026-01-21,乌拉圭,0.00,1,0.29,3,0.10,1,0,0,,8.0463,0,0.04
2026-01-21,波多黎各,0.00,1,0.27,2,0.14,1,0,0,,10.0055,0,0.03
2026-01-21,匈牙利,0.00,1,0.20,5,0.04,0,0,0,,,0,0.04
2026-01-21,拉脱维亚,0.00,1,0.08,1,0.08,0,0,0,,,0,0.01
2026-01-21,波兰,0.00,1,0.05,2,0.02,1,0,0,,49.426,0,0.02
2026-01-21,委内瑞拉,0.00,2,0.00,0,,,0,,,,0,0.00
2026-01-21,巴拿马,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-21,新西兰,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-21,叙利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-22,中国,0.00,41,0.12,48,0.10,0.7708,0,0,,39.1651,0,0.02
2026-01-22,智利,0.00,3,1.53,6,0.77,0.6667,0,0,,29.594,0,0.33
2026-01-22,南非,0.00,1,3.24,6,0.54,0.3333,0,0,,1.9605,0,0.54
2026-01-22,泰国,0.00,2,1.49,8,0.37,0.5,0,0,,5.7213,0,0.27
2026-01-22,爱尔兰,0.00,2,1.25,4,0.63,1,0,0,,13.6905,0,0.28
2026-01-22,马来西亚,0.00,4,0.58,14,0.17,0.6429,0,0,,65.7359,0,0.08
2026-01-22,墨西哥,0.00,4,0.58,12,0.19,0.4167,0,0,,43.6362,0,0.09
2026-01-22,亚美尼亚,0.00,3,0.58,7,0.25,0.8571,0,0,,19.1472,0,0.13
2026-01-22,瑞典,0.00,2,0.81,7,0.23,0.5714,0,0,,8.2103,0,0.10
2026-01-22,秘鲁,0.00,2,0.80,5,0.32,0.8,0,0,,17.9625,0,0.16
2026-01-22,罗马尼亚,0.00,2,0.76,8,0.19,0.625,0,0,,30.016,0,0.11
2026-01-22,新西兰,0.00,2,0.74,4,0.37,0.25,0,0,,26.534,0,0.19
2026-01-22,台湾,0.00,2,0.72,10,0.14,0.4,0,0,,4.7477,0,0.11
2026-01-22,波兰,0.00,2,0.63,8,0.16,0.375,0,0,,,0,0.09
2026-01-22,巴基斯坦,0.00,13,0.08,8,0.13,0.875,0,0,,9.2379,0,0.02
2026-01-22,斯里兰卡,0.00,2,0.49,4,0.24,0.75,0,0,,,0,0.11
2026-01-22,阿拉伯联合酋长国,0.00,5,0.20,3,0.33,1,0,0,,9.1125,0,0.04
2026-01-22,格鲁吉亚,0.00,3,0.26,6,0.13,1,0,0,,5.7225,0,0.06
2026-01-22,斯洛伐克,0.00,1,0.65,4,0.16,1,0,0,,36.0877,0,0.06
2026-01-22,马尔代夫,0.00,1,0.60,2,0.30,1,0,0,,5.13,0,0.07
2026-01-22,印度尼西亚,0.00,2,0.30,2,0.30,1,0,0,,,0,0.05
2026-01-22,孟加拉国,0.00,2,0.20,3,0.14,1,0,0,,9.9197,0,0.04
2026-01-22,意大利,0.00,1,0.38,3,0.13,0.6667,0,0,,,0,0.13
2026-01-22,坦桑尼亚,0.00,1,0.34,2,0.17,1,0,0,,,0,0.04
2026-01-22,黎巴嫩,0.00,1,0.34,2,0.17,0.5,0,0,,1.134,0,0.05
2026-01-22,塞尔维亚,0.00,1,0.26,3,0.09,0.6667,0,0,,16.5525,0,0.07
2026-01-22,尼日利亚,0.00,1,0.25,2,0.12,0.5,0,0,,6.882,0,0.03
2026-01-22,尼泊尔,0.00,2,0.10,2,0.10,1,0,0,,71.843,0,0.02
2026-01-22,芬兰,0.00,1,0.12,2,0.06,1,0,0,,40.9025,0,0.02
2026-01-22,肯尼亚,0.00,1,0.07,1,0.07,0,0,0,,,0,0.02
2026-01-22,香港,0.00,2,0.00,1,0.01,1,0,0,,4.101,0,0.00
2026-01-22,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-22,俄罗斯,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-22,摩洛哥,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-22,日本,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-22,伊拉克,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-22,越南,0.00,1,0.00,0,,,0,,,,0,0.00
2026-01-23,菲律宾,0.00,5,0.83,20,0.21,0.6,0,0,,3.6159,0,0.12
2026-01-23,瑞士,0.00,3,1.37,6,0.68,0.8333,0,0,,77.793,0,0.24
2026-01-23,葡萄牙,0.00,2,1.75,11,0.32,0.5455,0,0,,,0,0.29
2026-01-23,塞尔维亚,0.00,5,0.56,26,0.11,0.5,0,0,,17.8263,0,0.09
2026-01-23,墨西哥,0.00,3,0.81,12,0.20,0.5833,0,0,,6.3715,0,0.13
2026-01-23,蒙古,0.00,10,0.20,17,0.12,0.8824,0,0,,13.6503,0,0.04
2026-01-23,泰国,0.00,2,0.97,10,0.19,0.5,0,0,,3.3825,0,0.13
2026-01-23,新加坡,0.00,1,1.75,5,0.35,0,0,0,,,0,0.29
2026-01-23,香港,0.00,1,1.60,4,0.40,1,0,0,,2.1005,0,0.40
