Date,Country,Estimated earnings (USD),Page views,Page RPM (USD),Impressions,Impression RPM (USD),Active View Viewable,Clicks,CTR,CPC (USD),Average Viewable Time,Page CTR,Ad request RPM (USD)
2025-12-02,沙特阿拉伯,0.00,3,0.00,0,,,0,,,,0,0.00
2025-12-02,阿曼,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-02,厄瓜多尔,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-02,科特迪瓦,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-02,委内瑞拉,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-02,香港,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-02,叙利亚,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-02,爱尔兰,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,巴勒斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,白俄罗斯,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,保加利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,多哥,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,多米尼加共和国,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,哈萨克斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,韩国,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,黑山,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,肯尼亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,黎巴嫩,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,蒙古,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,尼加拉瓜,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,萨尔瓦多,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,塞尔维亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,特立尼达和多巴哥,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,乌兹别克斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,西撒哈拉,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-02,匈牙利,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-03,印度,0.00,14,0.32,21,0.21,0.9048,0,0,,14.5543,0,0.05
2025-12-03,新西兰,0.00,1,3.06,5,0.61,0,0,0,,,0,0.38
2025-12-03,越南,0.00,19,0.15,26,0.11,0.6538,0,0,,25.6167,0,0.02
2025-12-03,中国,0.00,21,0.12,21,0.12,0.5714,0,0,,15.4761,0,0.03
2025-12-03,波兰,0.00,1,1.82,6,0.30,0.3333,0,0,,9.2495,0,0.23
2025-12-03,日本,0.00,3,0.59,7,0.25,0.7143,0,0,,2.908,0,0.12
2025-12-03,爱尔兰,0.00,1,1.23,3,0.41,1,0,0,,120.9823,0,0.31
2025-12-03,法国,0.00,3,0.39,10,0.12,0.1,0,0,,56.118,0,0.08
2025-12-03,墨西哥,0.00,1,1.13,5,0.23,0.8,0,0,,9.07,0,0.14
2025-12-03,葡萄牙,0.00,1,0.78,7,0.11,0.4286,0,0,,23.4547,0,0.10
2025-12-03,秘鲁,0.00,1,0.77,4,0.19,1,0,0,,58.6665,0,0.11
2025-12-03,巴西,0.00,3,0.25,2,0.37,1,0,0,,8.599,0,0.08
2025-12-03,荷兰,0.00,3,0.22,8,0.08,0.375,0,0,,19.324,0,0.04
2025-12-03,印度尼西亚,0.00,3,0.21,4,0.16,0.5,0,0,,,0,0.04
2025-12-03,斯洛文尼亚,0.00,1,0.43,3,0.14,0.6667,0,0,,7,0,0.06
2025-12-03,孟加拉国,0.00,1,0.25,2,0.13,0.5,0,0,,7.239,0,0.03
2025-12-03,菲律宾,0.00,1,0.11,1,0.11,1,0,0,,29.933,0,0.01
2025-12-03,新加坡,0.00,2,0.00,0,,,0,,,,0,0.00
2025-12-03,巴基斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-03,卡塔尔,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-03,南非,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-03,尼日利亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-03,沙特阿拉伯,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-04,巴西,0.00,6,0.63,18,0.21,0.7778,0,0,,49.5446,0,0.11
2025-12-04,新加坡,0.00,6,0.56,13,0.26,0.9231,0,0,,41.4442,0,0.15
2025-12-04,香港,0.00,5,0.66,5,0.66,0.4,1,0.2,0.00,5.971,0.2,0.11
2025-12-04,阿拉伯联合酋长国,0.00,1,2.85,7,0.41,0.4286,0,0,,3.285,0,0.36
2025-12-04,越南,0.00,4,0.61,7,0.35,0.4286,0,0,,10.1247,0,0.11
2025-12-04,荷兰,0.00,1,2.35,4,0.59,0.5,0,0,,2.169,0,0.47
2025-12-04,瑞典,0.00,1,2.20,7,0.31,0.4286,0,0,,10.1967,0,0.28
2025-12-04,汤加,0.00,2,0.99,6,0.33,0.6667,0,0,,15.22,0,0.18
2025-12-04,匈牙利,0.00,1,1.89,6,0.32,0.3333,0,0,,,0,0.32
2025-12-04,危地马拉,0.00,1,1.79,6,0.30,0.5,0,0,,3.083,0,0.22
2025-12-04,菲律宾,0.00,5,0.27,10,0.13,0.8,0,0,,17.7693,0,0.07
2025-12-04,韩国,0.00,1,1.04,4,0.26,1,0,0,,180,0,0.10
2025-12-04,拉脱维亚,0.00,1,1.04,3,0.35,0.6667,0,0,,128.065,0,0.26
2025-12-04,印度,0.00,6,0.12,11,0.07,0.8182,0,0,,35.3261,0,0.03
2025-12-04,秘鲁,0.00,1,0.69,7,0.10,0.4286,0,0,,3.275,0,0.09
2025-12-04,乌克兰,0.00,1,0.46,2,0.23,1,0,0,,,0,0.09
2025-12-04,马来西亚,0.00,2,0.21,3,0.14,1,0,0,,180,0,0.03
2025-12-04,台湾,0.00,1,0.37,1,0.37,1,0,0,,4.166,0,0.06
2025-12-04,南非,0.00,1,0.37,2,0.19,0.5,1,0.5,0.00,7.83,1,0.12
2025-12-04,印度尼西亚,0.00,1,0.25,1,0.25,0,0,0,,,0,0.12
2025-12-04,土耳其,0.00,1,0.24,4,0.06,0.5,0,0,,13.998,0,0.03
2025-12-04,阿富汗,0.00,3,0.05,1,0.14,1,0,0,,1.707,0,0.01
2025-12-04,法国,0.00,1,0.13,2,0.07,0.5,0,0,,79.392,0,0.04
2025-12-04,塞浦路斯,0.00,1,0.10,1,0.10,1,0,0,,6.679,0,0.05
2025-12-04,孟加拉国,0.00,1,0.08,1,0.08,1,0,0,,1.801,0,0.03
2025-12-04,巴基斯坦,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-04,尼泊尔,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-05,印度,0.00,12,0.34,23,0.18,0.6957,0,0,,10.0607,0,0.07
2025-12-05,香港,0.00,2,1.32,5,0.53,0,0,0,,,0,0.18
2025-12-05,阿拉伯联合酋长国,0.00,3,0.71,10,0.21,0.7,0,0,,42.806,0,0.11
2025-12-05,澳大利亚,0.00,1,1.99,7,0.28,0.7143,0,0,,40.3264,0,0.25
2025-12-05,新加坡,0.00,5,0.39,4,0.49,0.75,0,0,,6.9937,0,0.12
2025-12-05,瑞典,0.00,1,1.88,4,0.47,0.5,0,0,,11.5815,0,0.47
2025-12-05,以色列,0.00,1,1.80,3,0.60,0.6667,0,0,,3.12,0,0.30
2025-12-05,墨西哥,0.00,4,0.39,8,0.20,0.5,0,0,,180,0,0.09
2025-12-05,菲律宾,0.00,4,0.39,6,0.26,0.6667,0,0,,2.011,0,0.08
2025-12-05,日本,0.00,2,0.77,10,0.15,0.7,0,0,,37.1272,0,0.11
2025-12-05,越南,0.00,8,0.12,15,0.06,0.4667,0,0,,19.0058,0,0.02
2025-12-05,黎巴嫩,0.00,4,0.14,2,0.28,1,1,0.5,0.00,5.0225,0.25,0.11
2025-12-05,乌克兰,0.00,1,0.47,2,0.24,1,0,0,,,0,0.12
2025-12-05,厄瓜多尔,0.00,2,0.23,3,0.15,0.3333,0,0,,5,0,0.05
2025-12-05,尼日利亚,0.00,1,0.33,2,0.16,0.5,0,0,,16.771,0,0.04
2025-12-05,巴基斯坦,0.00,4,0.07,3,0.09,1,0,0,,16.2225,0,0.01
2025-12-05,马来西亚,0.00,2,0.11,2,0.11,1,0,0,,8.591,0,0.02
2025-12-05,韩国,0.00,2,0.03,1,0.05,0,0,0,,,0,0.01
2025-12-05,吉尔吉斯斯坦,0.00,1,0.00,0,,,0,,,16.256,0,0.00
2025-12-05,阿根廷,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-05,埃及,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-05,巴西,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-05,斯里兰卡,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-05,意大利,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-06,法国,0.00,2,1.65,13,0.25,0.3846,0,0,,10.4237,0,0.24
2025-12-06,澳大利亚,0.00,1,2.33,7,0.33,0.4286,0,0,,12.6067,0,0.29
2025-12-06,新西兰,0.00,1,2.10,6,0.35,0.3333,0,0,,,0,0.35
2025-12-06,印度,0.00,5,0.37,10,0.18,0.75,0,0,,54.0607,0,0.06
2025-12-06,沙特阿拉伯,0.00,1,1.77,5,0.35,0.2,0,0,,,0,0.35
2025-12-06,意大利,0.00,2,0.81,11,0.15,0.4545,0,0,,1.872,0,0.15
2025-12-06,荷兰,0.00,1,1.61,5,0.32,0.6,0,0,,,0,0.18
2025-12-06,菲律宾,0.00,2,0.32,8,0.08,0.75,0,0,,9.3658,0,0.05
2025-12-06,缅甸,0.00,1,0.39,3,0.13,0.3333,0,0,,49.984,0,0.06
2025-12-06,匈牙利,0.00,1,0.36,2,0.18,1,0,0,,3.7687,0,0.05
2025-12-06,马来西亚,0.00,1,0.23,2,0.11,1,0,0,,23.158,0,0.05
2025-12-06,巴基斯坦,0.00,4,0.06,2,0.11,1,0,0,,6.254,0,0.01
2025-12-06,西班牙,0.00,2,0.10,1,0.19,1,0,0,,,0,0.03
2025-12-06,阿根廷,0.00,1,0.12,4,0.03,0.5,0,0,,1.099,0,0.02
2025-12-06,芬兰,0.00,1,0.06,1,0.06,1,0,0,,,0,0.01
2025-12-06,香港,0.00,2,0.03,1,0.06,1,0,0,,,0,0.01
2025-12-06,孟加拉国,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-06,塞尔维亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-06,斯里兰卡,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-06,印度尼西亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-07,斯洛伐克,0.00,3,1.26,11,0.34,0.2727,0,0,,3.354,0,0.24
2025-12-07,法国,0.00,1,3.72,5,0.74,0.8,0,0,,25.1885,0,0.74
2025-12-07,加拿大,0.00,2,1.73,8,0.43,0.25,0,0,,26.739,0,0.35
2025-12-07,印度,0.00,5,0.69,11,0.31,0.7273,0,0,,49.4835,0,0.11
2025-12-07,亚美尼亚,0.00,2,1.11,6,0.37,0.5,0,0,,3.314,0,0.19
2025-12-07,波兰,0.00,2,0.96,12,0.16,0.5833,0,0,,19.6093,0,0.12
2025-12-07,格鲁吉亚,0.00,2,0.52,4,0.26,0,0,0,,,0,0.09
2025-12-07,印度尼西亚,0.00,2,0.45,12,0.07,0.25,0,0,,4.2177,0,0.06
2025-12-07,香港,0.00,1,0.82,2,0.41,1,0,0,,,0,0.20
2025-12-07,斯里兰卡,0.00,3,0.26,6,0.13,0.6667,0,0,,1.9147,0,0.05
2025-12-07,沙特阿拉伯,0.00,2,0.35,11,0.06,0.2727,0,0,,2.993,0,0.05
2025-12-07,巴勒斯坦,0.00,1,0.66,3,0.22,1,0,0,,,0,0.08
2025-12-07,马来西亚,0.00,1,0.65,3,0.22,0,0,0,,,0,0.07
2025-12-07,孟加拉国,0.00,3,0.14,2,0.21,0,0,0,,,0,0.02
2025-12-07,比利时,0.00,1,0.34,5,0.07,0.2,0,0,,21.286,0,0.05
2025-12-07,泰国,0.00,1,0.28,1,0.28,1,0,0,,8.99,0,0.14
2025-12-07,意大利,0.00,1,0.24,3,0.08,1,0,0,,109.8153,0,0.08
2025-12-07,日本,0.00,1,0.16,2,0.08,1,0,0,,31.5295,0,0.02
2025-12-07,巴西,0.00,1,0.01,1,0.01,0,0,0,,,0,0.00
2025-12-07,新加坡,0.00,7,0.00,0,,,0,,,,0,0.00
2025-12-07,菲律宾,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-07,肯尼亚,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-07,秘鲁,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-07,台湾,0.00,1,0.00,0,,,0,,,,0,0.00
2025-12-07,智利,0.00,1,0.00,0,,,0,,,,0,0.00
